id,name,isApproved,hasBeenWithdrawn
CHEMBL105442,CI-1040,False,False
CHEMBL1055,CHLORTHALIDONE,True,False
CHEMBL1059,PREGABALIN,True,False
CHEMBL106,FLUCONAZOLE,True,False
CHEMBL1060,SODIUM PHOSPHATE,True,False
CHEMBL1062,HYDROXYPROGESTERONE,False,False
CHEMBL1064,SIMVASTATIN,True,False
CHEMBL1067,LICARBAZEPINE,False,False
CHEMBL1068,OXCARBAZEPINE,True,False
CHEMBL1069,VALSARTAN,True,False
CHEMBL107,COLCHICINE,True,False
CHEMBL1070,NABUMETONE,True,False
CHEMBL1071,OXAPROZIN,True,False
CHEMBL1072,BUMETANIDE,True,False
CHEMBL1073,GLIPIZIDE,True,False
CHEMBL107360,QUINUPRAMINE,False,False
CHEMBL107367,FARGLITAZAR,False,False
CHEMBL107400,SOBETIROME,False,False
CHEMBL107430,NRX195183,False,False
CHEMBL1075,MORICIZINE,True,False
CHEMBL1075790,PERUVOSIDE,False,False
CHEMBL1075834,SHP-627,False,False
CHEMBL1076211,TOLPERISONE,False,False
CHEMBL1076263,SETROBUVIR,False,False
CHEMBL1076903,VARENICLINE,True,False
CHEMBL1076930,INARIGIVIR SOPROXIL,False,False
CHEMBL1077,BROMFENAC,True,True
CHEMBL1077896,ROPIVACAINE,True,False
CHEMBL1078178,MOMELOTINIB,True,False
CHEMBL1078261,PROPIVERINE,True,False
CHEMBL1078549,PAEONIFLORIN,False,False
CHEMBL1078685,TOPIROXOSTAT,False,False
CHEMBL107874,TRIDECANOATE,False,False
CHEMBL1079,TIZANIDINE,True,False
CHEMBL1079175,MK-2206,False,False
CHEMBL1079593,VS-5584,False,False
CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,True,False
CHEMBL1079905,PROPENTOFYLLINE,False,False
CHEMBL108,CARBAMAZEPINE,True,False
CHEMBL1082,AMOXICILLIN,True,False
CHEMBL1082354,TENONITROZOLE,False,False
CHEMBL1082407,ENZALUTAMIDE,True,False
CHEMBL1082462,DBPR-108,False,False
CHEMBL1082508,LANDIPIRDINE,False,False
CHEMBL1082607,SALMETEROL XINAFOATE,True,False
CHEMBL1082723,CIPARGAMIN,False,False
CHEMBL1083385,CLOPIDOGREL BISULFATE,True,False
CHEMBL1083390,INTEPIRDINE,False,False
CHEMBL108358,TIAZOFURIN,False,False
CHEMBL1083659,SUVOREXANT,True,False
CHEMBL1083993,AMIODARONE HYDROCHLORIDE,True,False
CHEMBL1084172,VILANTEROL TRIFENATATE,True,False
CHEMBL1084173,VILANTEROL .ALPHA.-PHENYL CINNAMATE,False,False
CHEMBL1084617,TEMANOGREL,False,False
CHEMBL1085,ACETOPHENAZINE,True,False
CHEMBL108545,METHYL SALICYLATE,True,False
CHEMBL1085699,MANIDIPINE 6300,False,False
CHEMBL1086,DIBUCAINE,True,False
CHEMBL1086218,VALSPODAR,False,False
CHEMBL1086440,TRICLABENDAZOLE,True,False
CHEMBL1086863,FLUDEOXYGLUCOSE,True,False
CHEMBL1086997,LUCERASTAT,False,False
CHEMBL1087,MEPIVACAINE,True,False
CHEMBL10878,AGOMELATINE,True,False
CHEMBL1088,MESORIDAZINE,True,False
CHEMBL108821,SITAFLOXACIN ANHYDROUS,False,False
CHEMBL1088750,ARRY-797,False,False
CHEMBL1088751,PH-797804,False,False
CHEMBL1088752,LOSMAPIMOD,False,False
CHEMBL1088977,ADEMETIONINE,True,False
CHEMBL1089,PHENELZINE,True,False
CHEMBL1089221,BENDAZAC,True,True
CHEMBL1089318,OPICAPONE,True,False
CHEMBL1089636,ANG1005,False,False
CHEMBL1089962,"FRUCTOSE 1,6-DIPHOSPHATE",False,False
CHEMBL109,VALPROIC ACID,True,False
CHEMBL1090,VIDARABINE,True,False
CHEMBL1090090,VX-702,False,False
CHEMBL1090479,GSK-1070916,False,False
CHEMBL1090488,PF-00446687,False,False
CHEMBL1090771,AVAGACESTAT,False,False
CHEMBL1091,HYDROCORTISONE ACETATE,True,False
CHEMBL1091024,MIOCAMYCIN,False,False
CHEMBL1091250,INDIGOTINDISULFONATE,True,False
CHEMBL1091644,LINSITINIB,False,False
CHEMBL1092067,FLUDEOXYGLUCOSE F 18,True,False
CHEMBL1092581,NESBUVIR,False,False
CHEMBL1093,ARTICAINE,True,False
CHEMBL1093059,BARDOXOLONE,False,False
CHEMBL1093458,ENDOXIFEN,False,False
CHEMBL1094,FELBAMATE,True,False
CHEMBL1094636,NIRAPARIB,True,False
CHEMBL1094785,CARMOTEROL,False,False
CHEMBL109480,TANESPIMYCIN,False,False
CHEMBL1094966,PIRBUTEROL,True,False
CHEMBL1094982,INOSITOL NIACINATE,False,False
CHEMBL1095,ETHOTOIN,True,False
CHEMBL1095032,LETAXABAN,False,False
CHEMBL1095097,EPLERENONE,True,False
CHEMBL1095282,CAMAZEPAM,False,False
CHEMBL1095284,CEFATRIZINE,False,False
CHEMBL1095292,BRETYLIUM TOSYLATE,True,False
CHEMBL1095607,REPROTEROL,True,False
CHEMBL1095777,INDACATEROL,True,False
CHEMBL1095930,CEFUROXIME AXETIL,True,False
CHEMBL1096,AMLEXANOX,True,False
CHEMBL1096146,PONESIMOD,True,False
CHEMBL1096237,BMS-188797,False,False
CHEMBL1096380,PLINABULIN,False,False
CHEMBL109648,CLAZOSENTAN,False,False
CHEMBL1096562,METHYL AMINOLEVULINATE,True,False
CHEMBL1096643,PHENGLUTARIMIDE,False,False
CHEMBL1096882,FLUDARABINE PHOSPHATE,True,False
CHEMBL1096885,VALRUBICIN,True,False
CHEMBL1096896,UK432097,False,False
CHEMBL1096927,LEVOMENOL,False,False
CHEMBL1096979,BENSERAZIDE,True,False
CHEMBL1097205,BORNEOL,False,False
CHEMBL1097279,CANGRELOR TETRASODIUM,True,False
CHEMBL1097999,E-6201,False,False
CHEMBL1098,BUPIVACAINE,True,False
CHEMBL109831,DEXELVUCITABINE,False,False
CHEMBL1098319,2-MERCAPTOETHANESULFONIC ACID,True,False
CHEMBL1098659,WATER,True,False
CHEMBL11,IMIPRAMINE,True,False
CHEMBL110,BENZNIDAZOLE,True,False
CHEMBL1100,PARAMETHADIONE,True,False
CHEMBL110094,MELITRACEN,False,False
CHEMBL1101,BIPERIDEN,True,False
CHEMBL1104,EDROPHONIUM,True,False
CHEMBL110458,MIGALASTAT,True,False
CHEMBL1106,EPINASTINE,True,False
CHEMBL1107,HALOFANTRINE,True,False
CHEMBL110739,CORTICOSTERONE,False,False
CHEMBL1108,DROPERIDOL,True,False
CHEMBL1109,SULFAPHENAZOLE,True,False
CHEMBL111,RIMONABANT,True,True
CHEMBL1110,ALOSETRON,True,False
CHEMBL1111,AMBRISENTAN,True,False
CHEMBL1112,ARIPIPRAZOLE,True,False
CHEMBL1113,AMOXAPINE,True,False
CHEMBL1114,THEOBROMINE,False,False
CHEMBL1115,PYRIDOSTIGMINE,True,False
CHEMBL1116,RALOXIFENE HYDROCHLORIDE,True,False
CHEMBL1117,IDARUBICIN,True,False
CHEMBL1118,DESVENLAFAXINE,True,False
CHEMBL112,ACETAMINOPHEN,True,False
CHEMBL1120,BISMUTH SUBSALICYLATE,True,False
CHEMBL1123,DICYCLOMINE,True,False
CHEMBL112302,SODIUM SELENITE,False,False
CHEMBL112570,CHOLESTEROL,True,False
CHEMBL1126,PENICILLIN G SODIUM,True,False
CHEMBL112797,SGS-742,False,False
CHEMBL1129,TRIFLURIDINE,True,False
CHEMBL11298,SERINE,False,False
CHEMBL113,CAFFEINE,True,False
CHEMBL1130,DOXIFLURIDINE,False,False
CHEMBL113051,GIMATECAN,False,False
CHEMBL1131,ACITRETIN,True,False
CHEMBL113178,SELENOMETHIONINE,True,False
CHEMBL1133,OXYBUTYNIN CHLORIDE,True,False
CHEMBL11359,CISPLATIN,True,False
CHEMBL1136,TELITHROMYCIN,True,False
CHEMBL1138,EZETIMIBE,True,False
CHEMBL1139,EPOPROSTENOL,True,False
CHEMBL114,SAQUINAVIR,True,False
CHEMBL1140,NIACINAMIDE,True,False
CHEMBL1141,POTASSIUM IODIDE,True,False
CHEMBL114283,DANIQUIDONE,False,False
CHEMBL1144,PRAVASTATIN,True,False
CHEMBL114503,SODIUM SELENATE,False,False
CHEMBL114551,GW-274150,False,False
CHEMBL1146,CEFAMANDOLE,True,False
CHEMBL114655,NYLIDRIN,False,False
CHEMBL1148,TORSEMIDE,True,False
CHEMBL1149,LEVOCARNITINE,True,False
CHEMBL115,INDINAVIR,True,False
CHEMBL1152,PREDNISOLONE ACETATE,True,False
CHEMBL1159,PINACIDIL ANHYDROUS,True,False
CHEMBL1159650,CLOBETASOL PROPIONATE,True,False
CHEMBL1159662,RIBOSE (PYRANOSE),False,False
CHEMBL1159717,TULOBUTEROL,True,False
CHEMBL116,AMPRENAVIR,True,False
CHEMBL1160571,PYROPHOSPHORIC ACID,False,False
CHEMBL1160714,PRENALTEROL,False,False
CHEMBL11608,TYRAMINE,False,False
CHEMBL1160819,"AMMONIA SOLUTION, STRONG",True,False
CHEMBL1161,MOMETASONE FUROATE,True,False
CHEMBL1161632,BICARBONATE,False,False
CHEMBL1161681,NITROUS ACID,True,False
CHEMBL1162,NORETHINDRONE,True,False
CHEMBL1162144,PYRUVATE,False,False
CHEMBL1162175,REGRELOR,False,False
CHEMBL1163,ATAZANAVIR,True,False
CHEMBL116438,CURCUMIN,False,False
CHEMBL1164729,FEBUXOSTAT,True,False
CHEMBL1165,MOEXIPRIL,True,False
CHEMBL1165342,VINCAMINE,True,True
CHEMBL116583,CARBIMIDE,False,False
CHEMBL1166,ARGATROBAN,True,False
CHEMBL11662,OZAGREL,True,False
CHEMBL1167,SPECTINOMYCIN,True,False
CHEMBL11672,ROQUINIMEX,False,False
CHEMBL1168,RAMIPRIL,True,False
CHEMBL1169,AMINOSALICYLIC ACID,True,False
CHEMBL116943,PENTYLENETETRAZOL,False,False
CHEMBL1169490,4'-THIO-2'-DEOXYCYTIDINE,False,False
CHEMBL1170,TESTOSTERONE PROPIONATE,True,False
CHEMBL1170047,INIPARIB,False,False
CHEMBL1171754,JNJ-39220675,False,False
CHEMBL1171829,BITOPERTIN,False,False
CHEMBL1171837,PONATINIB,True,False
CHEMBL1172,DESLORATADINE,True,False
CHEMBL117287,PRUCALOPRIDE,True,False
CHEMBL1172928,RADAFAXINE,False,False
CHEMBL1173055,RUCAPARIB,True,False
CHEMBL117348,FOLITIXORIN,False,False
CHEMBL1173532,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",False,False
CHEMBL1173655,AFATINIB,True,False
CHEMBL1174,EPTIFIBATIDE,True,False
CHEMBL1175,DULOXETINE,True,False
CHEMBL1177,PEMOLINE,True,True
CHEMBL117785,TETRABENAZINE,True,False
CHEMBL117822,ETHYLENE,False,False
CHEMBL1178725,NOLPITANTIUM,False,False
CHEMBL1179047,CHLOROPROCAINE,True,False
CHEMBL118,CELECOXIB,True,False
CHEMBL1180725,PROPANTHELINE,True,False
CHEMBL1181731,TEGLARINAD,False,False
CHEMBL1181829,RSM-932A CATION,False,False
CHEMBL118218,IROFULVEN,False,False
CHEMBL1182714,CEVIPABULIN,False,False
CHEMBL1182743,RIMAZOLIUM,False,False
CHEMBL1182833,MIVACURIUM,True,False
CHEMBL1183040,ALBITIAZOLIUM,False,False
CHEMBL1183349,ISAVUCONAZONIUM,True,False
CHEMBL1183627,ALETHINE,False,False
CHEMBL1183691,NEOTETRAZOLIUM,False,False
CHEMBL1183717,ALMITRINE,True,True
CHEMBL1184,ACETYLCHOLINE CHLORIDE,True,False
CHEMBL1184904,RETASPIMYCIN,False,False
CHEMBL1185,ZOLMITRIPTAN,True,False
CHEMBL1186579,METHYLNALTREXONE,True,False
CHEMBL1186581,RTI-336,False,False
CHEMBL1186894,AMRUBICIN,False,False
CHEMBL1187,PHOSPHORIC ACID,True,False
CHEMBL1187011,DOMIPHEN,True,False
CHEMBL118722,TRIBUTYRIN,False,False
CHEMBL1187231,METFORMIN XR,False,False
CHEMBL1187417,BENZALKONIUM,True,False
CHEMBL1187646,PERPHENAZINE 4-AMINOBUTYRATE,False,False
CHEMBL1187694,QUIFENADINE,False,False
CHEMBL1187724,METHYLATROPINE,True,False
CHEMBL1187833,UMECLIDINIUM,True,False
CHEMBL1188395,NEPICASTAT,False,False
CHEMBL118841,PYRAZOLOACRIDINE,False,False
CHEMBL118865,SPIRADOLINE,False,False
CHEMBL1189,DIETHYLAMINE,False,False
CHEMBL1189025,BROSTALLICIN,False,False
CHEMBL1189150,LINSIDOMINE,False,False
CHEMBL1189432,OLOPATADINE,True,False
CHEMBL1189679,PALONOSETRON,True,False
CHEMBL119,TRIMETREXATE,True,False
CHEMBL1190199,ASIMADOLINE,False,False
CHEMBL1191,SULFAMETHIZOLE,True,False
CHEMBL1192517,BIFEMELANE,False,False
CHEMBL1193,PHENIRAMINE,True,False
CHEMBL119385,NEFLAMAPIMOD,False,False
CHEMBL1193948,AMIBEGRON,False,False
CHEMBL1194,PRILOCAINE,True,False
CHEMBL119423,TISOPURINE,True,False
CHEMBL1194287,CHLOROPYRAMINE,False,False
CHEMBL1194325,ACLIDINIUM,True,False
CHEMBL119443,ERGONOVINE,True,False
CHEMBL1194666,DIETHYLPROPION,True,False
CHEMBL1195136,SNX 5422,False,False
CHEMBL1195301,ZOLUNICANT,False,False
CHEMBL1196,PROPARACAINE,True,False
CHEMBL119604,DIETHANOLAMINE,False,False
CHEMBL119625,ZONAMPANEL,False,False
CHEMBL1197051,ISOXSUPRINE,True,False
CHEMBL1197091,HALOFUGINONE,False,False
CHEMBL1197564,NORKETOTIFEN,False,False
CHEMBL1198,PRAMOXINE,True,False
CHEMBL1198855,RONACALERET,False,False
CHEMBL1198857,VILANTEROL,True,False
CHEMBL1199080,BRETYLIUM,True,False
CHEMBL1199324,FOSAPREPITANT,True,False
CHEMBL1199480,OCTENIDINE,False,False
CHEMBL12,DIAZEPAM,True,False
CHEMBL1200,BENOXINATE,True,False
CHEMBL1200322,ESCITALOPRAM OXALATE,True,False
CHEMBL1200323,LABETALOL HYDROCHLORIDE,True,False
CHEMBL1200326,NICARDIPINE HYDROCHLORIDE,True,False
CHEMBL1200328,DULOXETINE HYDROCHLORIDE,True,False
CHEMBL1200329,TIZANIDINE HYDROCHLORIDE,True,False
CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,True,False
CHEMBL1200331,FOSFOMYCIN TROMETHAMINE,True,False
CHEMBL1200332,PROTRIPTYLINE HYDROCHLORIDE,True,False
CHEMBL1200335,TESTOSTERONE ENANTHATE,True,False
CHEMBL1200338,PINACIDIL,True,False
CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,True,False
CHEMBL1200340,OSELTAMIVIR PHOSPHATE,True,False
CHEMBL1200343,PERINDOPRIL ERBUMINE,True,False
CHEMBL1200345,SODIUM SUCCINATE,True,False
CHEMBL1200348,SULCONAZOLE NITRATE,True,False
CHEMBL1200354,SODIUM TETRADECYL SULFATE,True,False
CHEMBL1200358,SODIUM PHENYLACETATE,True,False
CHEMBL1200359,SULFAMETER,True,False
CHEMBL1200365,AMINOHIPPURATE SODIUM,True,False
CHEMBL1200370,BENZOYL PEROXIDE,True,False
CHEMBL1200374,EXEMESTANE,True,False
CHEMBL1200375,EDETATE CALCIUM DISODIUM ANHYDROUS,True,False
CHEMBL1200377,AMPHETAMINE ASPARTATE,True,False
CHEMBL1200380,ACYCLOVIR SODIUM,True,False
CHEMBL1200381,ARGININE HYDROCHLORIDE,True,False
CHEMBL1200383,BENZTROPINE MESYLATE,True,False
CHEMBL1200384,BETAMETHASONE DIPROPIONATE,True,False
CHEMBL1200386,PREDNICARBATE,True,False
CHEMBL1200388,CLOXACILLIN SODIUM,True,False
CHEMBL1200391,TROMETHAMINE,True,False
CHEMBL1200392,DOXYLAMINE SUCCINATE,True,False
CHEMBL1200395,ORPHENADRINE CITRATE,True,False
CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,True,False
CHEMBL1200397,BUTENAFINE HYDROCHLORIDE,True,False
CHEMBL1200398,BUTOCONAZOLE NITRATE,True,False
CHEMBL1200399,BUSPIRONE HYDROCHLORIDE,True,False
CHEMBL1200402,AMLODIPINE BESYLATE,True,False
CHEMBL1200406,DIMENHYDRINATE,True,False
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,True,False
CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,True,False
CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,True,False
CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,True,False
CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,True,False
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,True,False
CHEMBL1200420,MIDAZOLAM HYDROCHLORIDE,True,False
CHEMBL1200421,TECHNETIUM TC 99M MEBROFENIN,True,False
CHEMBL1200430,ESTRADIOL ACETATE,True,False
CHEMBL1200434,OXTRIPHYLLINE,True,False
CHEMBL1200436,OXANDROLONE,True,False
CHEMBL1200437,QUINIDINE GLUCONATE,True,False
CHEMBL1200444,PIRBUTEROL ACETATE,True,False
CHEMBL1200453,DOCOSANOL,True,False
CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,True,False
CHEMBL1200455,IOHEXOL,True,False
CHEMBL1200458,POTASSIUM CITRATE ANHYDROUS,True,False
CHEMBL1200459,"POTASSIUM PHOSPHATE, DIBASIC",True,False
CHEMBL1200461,MIDODRINE HYDROCHLORIDE,True,False
CHEMBL1200467,HYDROXYZINE PAMOATE,True,False
CHEMBL1200468,MALATHION,True,False
CHEMBL1200470,ESOMEPRAZOLE SODIUM,True,False
CHEMBL1200472,QUAZEPAM,True,False
CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,True,False
CHEMBL1200474,DEMECLOCYCLINE HYDROCHLORIDE,True,False
CHEMBL1200475,DAUNORUBICIN CITRATE,True,False
CHEMBL1200477,ALLOPURINOL SODIUM,True,False
CHEMBL1200479,DICYCLOMINE HYDROCHLORIDE,True,False
CHEMBL1200480,OCTREOTIDE ACETATE,True,False
CHEMBL1200482,CEFOPERAZONE SODIUM,True,False
CHEMBL1200485,SORAFENIB TOSYLATE,True,False
CHEMBL1200490,CETRORELIX,True,False
CHEMBL1200491,EPINASTINE HYDROCHLORIDE,True,False
CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,True,True
CHEMBL1200493,NAFTIFINE HYDROCHLORIDE,True,False
CHEMBL1200494,GUANFACINE HYDROCHLORIDE,True,False
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,True,False
CHEMBL1200498,ALATROFLOXACIN MESYLATE,True,True
CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,True,False
CHEMBL1200501,GOSERELIN ACETATE,True,False
CHEMBL1200503,BROMOCRIPTINE MESYLATE,True,False
CHEMBL1200506,ERYTHROMYCIN LACTOBIONATE,True,False
CHEMBL1200507,IODIXANOL,True,False
CHEMBL1200509,HISTRELIN ACETATE,True,False
CHEMBL1200511,GONADORELIN ACETATE,True,False
CHEMBL1200515,DESERPIDINE,True,False
CHEMBL1200517,DIHYDROERGOTAMINE MESYLATE,True,False
CHEMBL1200521,ALMOTRIPTAN MALATE,True,False
CHEMBL1200522,AVOBENZONE,True,False
CHEMBL1200523,CEFAZOLIN SODIUM,True,False
CHEMBL1200530,CEFOXITIN SODIUM,True,False
CHEMBL1200534,MOEXIPRIL HYDROCHLORIDE,True,False
CHEMBL1200535,THALLOUS CHLORIDE TL 201,True,False
CHEMBL1200538,BETAMETHASONE ACETATE,True,False
CHEMBL1200539,CALCIUM CARBONATE,True,False
CHEMBL1200544,CEPHALEXIN,True,False
CHEMBL1200545,DIFLORASONE DIACETATE,True,False
CHEMBL1200553,CUPRIC CHLORIDE,True,False
CHEMBL1200554,TRIPTORELIN PAMOATE,True,False
CHEMBL1200556,DESMOPRESSIN ACETATE,True,False
CHEMBL1200557,MANGANESE SULFATE,True,False
CHEMBL1200558,BACITRACIN,True,False
CHEMBL1200559,LACTIC ACID,True,False
CHEMBL1200561,DOXAZOSIN MESYLATE,True,False
CHEMBL1200569,CAFFEINE CITRATE,True,False
CHEMBL1200570,MEGLUMINE,True,False
CHEMBL1200572,MAGNESIUM OXIDE,True,False
CHEMBL1200574,SODIUM CHLORIDE,True,False
CHEMBL1200580,SULFOXONE SODIUM,True,False
CHEMBL1200581,DIATRIZOATE SODIUM,True,False
CHEMBL1200582,AMINOLEVULINIC ACID HYDROCHLORIDE,True,False
CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,True,False
CHEMBL1200593,GADOTERIDOL,True,False
CHEMBL1200598,DIETHYLSTILBESTROL DIPHOSPHATE,True,False
CHEMBL1200600,FLUOROMETHOLONE,True,False
CHEMBL1200601,NARATRIPTAN HYDROCHLORIDE,True,False
CHEMBL1200604,TROPICAMIDE,True,False
CHEMBL1200606,MEXILETINE HYDROCHLORIDE,True,False
CHEMBL1200609,PAROXETINE MESYLATE,True,False
CHEMBL1200610,LORACARBEF,True,False
CHEMBL1200613,TOLMETIN SODIUM,True,False
CHEMBL1200617,RIMEXOLONE,True,False
CHEMBL1200618,FEXOFENADINE HYDROCHLORIDE,True,False
CHEMBL1200622,PARICALCITOL,True,False
CHEMBL1200625,STRONTIUM CHLORIDE SR 89,True,False
CHEMBL1200628,VANCOMYCIN HYDROCHLORIDE,True,False
CHEMBL1200630,CYSTEINE HYDROCHLORIDE,True,False
CHEMBL1200632,CLINDAMYCIN PALMITATE HYDROCHLORIDE,True,False
CHEMBL1200633,IVERMECTIN,True,False
CHEMBL1200636,CYCLOBENZAPRINE HYDROCHLORIDE,True,False
CHEMBL1200638,DEXBROMPHENIRAMINE MALEATE,True,False
CHEMBL1200640,FERROUS FUMARATE,True,False
CHEMBL1200641,CISATRACURIUM BESYLATE,True,False
CHEMBL1200644,FONDAPARINUX SODIUM,True,False
CHEMBL1200645,ETOPOSIDE PHOSPHATE,True,False
CHEMBL1200648,ROCURONIUM BROMIDE,True,False
CHEMBL1200649,QUINUPRISTIN,True,False
CHEMBL1200656,NATAMYCIN,True,False
CHEMBL1200659,ENALAPRIL MALEATE,True,False
CHEMBL1200660,ISOSORBIDE,True,False
CHEMBL1200661,UNOPROSTONE ISOPROPYL,True,False
CHEMBL1200662,HEMIN,False,False
CHEMBL1200666,CALCIPOTRIENE,True,False
CHEMBL1200667,ENCLOMIPHENE CITRATE,False,False
CHEMBL1200668,CALCIUM CHLORIDE,True,False
CHEMBL1200671,NAFARELIN ACETATE,True,False
CHEMBL1200675,TOREMIFENE CITRATE,True,False
CHEMBL1200678,ATAZANAVIR SULFATE,True,False
CHEMBL1200680,SELENIUM SULFIDE,True,False
CHEMBL1200681,MONTELUKAST SODIUM,True,False
CHEMBL1200682,SODIUM OXYBATE,True,False
CHEMBL1200686,PIMECROLIMUS,True,False
CHEMBL1200688,ERYTHROMYCIN ETHYLSUCCINATE,True,False
CHEMBL1200689,NITRIC OXIDE,True,False
CHEMBL1200692,OLMESARTAN MEDOXOMIL,True,False
CHEMBL1200693,MANGANESE CHLORIDE ANHYDROUS,True,False
CHEMBL1200694,SEVOFLURANE,True,False
CHEMBL1200696,POTASSIUM PERCHLORATE,True,False
CHEMBL1200699,DOXYCYCLINE,True,False
CHEMBL1200701,DICLOXACILLIN SODIUM,True,False
CHEMBL1200706,ALUMINUM HYDROXIDE,True,False
CHEMBL1200710,CLOMIPRAMINE HYDROCHLORIDE,True,False
CHEMBL1200711,OMEGA-3-ACID ETHYL ESTERS,True,False
CHEMBL1200718,MAGNESIUM HYDROXIDE,True,False
CHEMBL1200721,ESTRAMUSTINE PHOSPHATE SODIUM,True,False
CHEMBL1200724,PSEUDOEPHEDRINE HYDROCHLORIDE,True,False
CHEMBL1200725,SERTACONAZOLE NITRATE,True,False
CHEMBL1200727,RUBIDIUM CHLORIDE RB 82,True,False
CHEMBL1200728,GUANIDINE HYDROCHLORIDE,True,False
CHEMBL1200729,CHLORAMPHENICOL SODIUM SUCCINATE,True,False
CHEMBL1200731,POTASSIUM CHLORIDE,True,False
CHEMBL1200733,DESFLURANE,True,False
CHEMBL1200734,FOSAMPRENAVIR CALCIUM,True,False
CHEMBL1200735,MOXIFLOXACIN HYDROCHLORIDE,True,False
CHEMBL1200736,MAGNESIUM CARBONATE,True,False
CHEMBL1200737,COLFOSCERIL PALMITATE,True,False
CHEMBL1200744,SODIUM FLUORIDE F 18,True,False
CHEMBL1200748,CARBIDOPA,True,False
CHEMBL1200749,LEVOBUPIVACAINE HYDROCHLORIDE,True,False
CHEMBL1200750,PROMETHAZINE HYDROCHLORIDE,True,False
CHEMBL1200751,MERCAPTOPURINE,True,False
CHEMBL1200756,PYRIDOXINE HYDROCHLORIDE,True,False
CHEMBL1200758,AMPICILLIN SODIUM,True,False
CHEMBL1200759,ANAGRELIDE HYDROCHLORIDE,True,False
CHEMBL1200760,BALSALAZIDE DISODIUM,True,False
CHEMBL1200761,CHLOROTRIANISENE,True,False
CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,True,False
CHEMBL1200764,METHACHOLINE CHLORIDE,True,False
CHEMBL1200772,WARFARIN POTASSIUM,True,False
CHEMBL1200775,LEUPROLIDE ACETATE,True,False
CHEMBL1200776,CINACALCET HYDROCHLORIDE,True,False
CHEMBL1200778,DEXRAZOXANE HYDROCHLORIDE,True,False
CHEMBL1200781,CITALOPRAM HYDROBROMIDE,True,False
CHEMBL1200787,PHENOXYBENZAMINE HYDROCHLORIDE,True,False
